,Date,HHState,Zipcode,Sex,Age,HHsize,Kids,Auto_own,Married,Educ,HType,Worker,commute_before,commute_after,Transmode_before,Change_trans_mode,Transmode_after,Commute_min,PhyAc_Before,Exe_Before,PhyAc_After,Exe_After,Groc_Shp,Outside_Ac,Outside_Purp,ONL_SHP,ONL_SHP_AFTR
264,5/12/2020,PA,19106,Female,27,2.0,0.0,2.0,Married,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,15-30 min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,None,,No,Not Applicable
265,4/12/2020,MD,20852,Male,44,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,Twice/Mth,None,,No,Not Applicable
266,5/12/2020,TX,78745,Female,47,2.0,0.0,2.0,Married,3,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,No,NA/Teleworked,0.0,15-30 min,5+ times/week,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,None,,No,Not Applicable
267,4/12/2020,MD,20855,Female,37,2.0,2.0,1.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,50.0,30-60 min,None,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,None,,No,Not Applicable
268,6/2/2020,MD,21209,Male,37,4.0,2.0,1.0,Married,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,Once,Visit with family,Yes,Maybe
269,5/26/2020,GA,30317,Female,55,4.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,Once,buying chicks from a farm outside Atlanta.,No,Not Applicable
270,4/12/2020,MD,21286,Male,31,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,Other,65.0,15-30 min,None,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,Once,,No,No
271,5/27/2020,DE,19711,Female,52,3.0,1.0,3.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,None,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,Twice,Did a drive by birthday greeting and a violin lesson that was outside with appropriate distancing.,No,Not Applicable
272,4/11/2020,FL ,33172,Female,28,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,15.0,0-15 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,Twice/Mth,Twice,Work-related,No,Not Applicable
273,4/12/2020,MD,20705,Female,30,0.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,70.0,30-60 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,Twice,Helping others,Yes,Maybe
274,5/26/2020,DC,20001,Female,36,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,No,NA/Teleworked,15.0,30-60 min,5+ times/week,5+ times/week,5-30 min/1-3days/wk,Twice/Mth,Twice,Visit a friend - sitting on the other side of her yard,No,Maybe
275,4/13/2020,VA,24060,Female,36,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,5.0,15-30 min,1-2 times/week,None,5-30 min/1-3days/wk,Twice/Mth,Twice,Drive around to see some scenery ,Yes,No
276,5/26/2020,FL ,33558,Male,46,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,15-30 min,1-2 times/week,1-2 times/week,5-30 min/3-5days/wk,3 times/Mth,3+,"visiting family, haircut, dentist appt.",No,No
277,5/12/2020,MD,20912,Other/Non-binary ,23,3.0,0.0,2.0,-8,3,Apartment,Employed Full Time,Commute Everyday,Did not change/still commute,Public Transit,Yes,Auto/driving,10.0,60+ min,1-2 times/week,1-2 times/week,5-30 min/3-5days/wk,3 times/Mth,3+,"besides work, i visit my girlfriend to give her supplies",-8,Maybe
278,5/12/2020,MA,2155,Female,23,2.0,0.0,2.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,15-30 min,1-2 times/week,None,5-30 min/3-5days/wk,3 times/Mth,3+,Visiting parents once a week,No,Not Applicable
279,4/14/2020,DC,20001,Female,25,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,55.0,60+ min,5+ times/week,1-2 times/week,5-30 min/3-5days/wk,3 times/Mth,None,,Yes,No
280,5/27/2020,CT,6419,Female,53,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,3 times/Mth,None,,Yes,Maybe
281,5/16/2020,MD,21093,Female,39,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,0-15 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,3 times/Mth,None,,Yes,Maybe
282,4/12/2020,MD,20817,Female,40,5.0,3.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Other,15.0,0-15 min,1-2 times/week,None,5-30 min/3-5days/wk,3 times/Mth,None,,-8,Not Applicable
283,5/19/2020,CA,94706,Male,32,3.0,1.0,2.0,Married,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,3 times/Mth,Once,meeting a friend,Yes,Maybe
284,5/27/2020,OR,97030,Female,29,2.0,0.0,2.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,40.0,60+ min,5+ times/week,5+ times/week,5-30 min/3-5days/wk,3 times/Mth,Twice,I drove to help a friend in need,No,Not Applicable
285,6/1/2020,AL,35487,Male,30,3.0,3.0,7.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Bike/Bikeshare,10.0,0-15 min,5+ times/week,1-2 times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,walk,Yes,Maybe
286,5/12/2020,DE,19808,Female,59,2.0,0.0,2.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,20.0,60+ min,5+ times/week,1-2 times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,Helping elderly parents; helping with grandchildren,No,No
287,6/5/2020,GA,30263,Male,37,7.0,3.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,55.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,"Shopping, Social, Exercise",Yes,Yes
288,5/12/2020,CO,80528,Female,58,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,8.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,Pick up take out food and go to work.,No,Not Applicable
289,5/12/2020,CA,94707,Female,50,2.0,1.0,1.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,None,3-4 times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,"social, but distanced from friends",Yes,Yes
290,4/14/2020,MD,20878,Female,26,3.0,0.0,2.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,To get gas for my car (once); to pick up a file at work office (once); to get carry-out dinner (multiple occasions),No,Not Applicable
291,5/22/2020,MD,20759,Male,72,2.0,0.0,3.0,Divorced/Seperated,3,Condo/Townhouse,Employed Part Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,30-60 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,Drive through banking,No,No
292,5/27/2020,NM,87048,Female,38,4.0,2.0,1.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,No,NA/Teleworked,7.0,30-60 min,5+ times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,3+,Project work - data collection (stayed in vehicle - socially distant),Yes,No
293,6/8/2020,CA,91910,Male,33,3.0,0.0,3.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,None,5-30 min/3-5days/wk,4+ times/Mth,3+,Just to get out,No,No
294,5/27/2020,CA,94705,Female,25,2.0,0.0,0.0,Single,4,Multi-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Bike/Bikeshare,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,None,5-30 min/3-5days/wk,4+ times/Mth,3+,Spending time in parks,No,No
295,5/22/2020,CO,80202,Male,70,4.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,0-15 min,None,None,5-30 min/3-5days/wk,4+ times/Mth,3+,Hardware,No,Not Applicable
296,4/22/2020,WA,98103,Female,44,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/3-5days/wk,4+ times/Mth,None,,No,Not Applicable
297,6/1/2020,DE,19711,Female,41,2.0,0.0,2.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,4+ times/Mth,None,,No,Not Applicable
298,5/27/2020,OR,97338,Female,55,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/Passenger,NA,NA/Teleworked,40.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,None,,No,Not Applicable
299,5/27/2020,ME,04103-2607,Female,66,2.0,0.0,2.0,Single,2,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,5.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,None,,No,Not Applicable
300,5/18/2020,NY,10001,Female,43,4.0,2.0,1.0,Married,4,Other,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Public Transit,NA,NA/Teleworked,40.0,60+ min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,4+ times/Mth,None,,No,No
301,4/10/2020,WA,98004,Female,34,4.0,1.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,10.0,30-60 min,1-2 times/week,None,5-30 min/3-5days/wk,4+ times/Mth,None,,No,No
302,5/8/2020,MD,21093,Male,36,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,16.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,4+ times/Mth,Once,Assist a neighbor in need. ,Yes,No
303,5/12/2020,IL,60015,Female,23,6.0,1.0,3.0,Single,3,Single-Family House,Unemployed,-8,Stayed at home and not able to work,Public Transit,NA,NA/Teleworked,89.0,15-30 min,5+ times/week,5+ times/week,5-30 min/3-5days/wk,None- All Online,3+,Fun r,No,No
304,5/26/2020,WA,98036,Male,62,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,0-15 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,None- All Online,None,,No,Not Applicable
305,5/19/2020,PA,18940,Male,71,2.0,0.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,40.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,None- All Online,None,,Yes,Maybe
306,4/15/2020,DC,20001,Female,34,3.0,1.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,52.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,None- All Online,Twice,Hospital and doctors visits,Yes,Yes
307,4/16/2020,DC,20008,Female,33,2.0,0.0,1.0,Married,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,30-60 min,5+ times/week,5+ times/week,5-30 min/3-5days/wk,None- All Online,Twice,Doctor ,Yes,Yes
308,5/18/2020,PA,15217,Female,31,2.0,0.0,0.0,Married,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,Once/Mth,None,,Yes,Maybe
309,5/13/2020,CA,90046,Male,54,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,45.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,Once/Mth,None,,Yes,Yes
310,6/28/2020,MD,20706,Female,56,3.0,0.0,2.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,20.0,15-30 min,3-4 times/week,None,5-30 min/3-5days/wk,Once/Mth,None,,Yes,No
311,7/1/2020,PA,19363,Female,43,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,0-15 min,1-2 times/week,None,5-30 min/3-5days/wk,Once/Mth,Twice,socially distance visit with friends,Yes,Yes
312,5/26/2020,CO,80401,Male,25,6.0,0.0,5.0,Single,3,Multi-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/3-5days/wk,Twice/Mth,3+,Take outs,No,Not Applicable
313,5/26/2020,AZ,85718,Female,24,2.0,2.0,1.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,15.0,15-30 min,1-2 times/week,1-2 times/week,5-30 min/3-5days/wk,Twice/Mth,3+,Takeaway,No,Maybe
314,5/26/2020,CA,90064,Male,32,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Public Transit,NA,NA/Teleworked,60.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,3+,Leisure drives and/or see immediate family,No,No
315,5/27/2020,CA,90064,Female,60,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,3+,"Deliver groceries to an elderly parent, drop off forms at accountant",Yes,Maybe
316,5/22/2020,NJ,8904,Male,75,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,3+,"Dog walk, weekly takeout",Yes,Maybe
317,5/22/2020,NJ,8904,Male,75,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,3+,"Dog walk, weekly takeout",Yes,Maybe
318,6/27/2020,MD,20878,Male,31,2.0,0.0,2.0,Single,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,None,5-30 min/3-5days/wk,Twice/Mth,3+,Dentist,No,Maybe
319,4/15/2020,MD,20817,Male,44,6.0,3.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,45.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,None,"dropping off a gift, picking up a curb alert",Yes,Yes
320,5/27/2020,OH,43015,Female,55,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,None,N/a,Yes,Maybe
321,5/27/2020,OH,43015,Female,55,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,None,N/a,Yes,Maybe
322,4/10/2020,WA,98105,Female,29,2.0,0.0,1.0,Married,4,Apartment,Unemployed,-8,-8,Auto/driving,No,NA/Teleworked,,30-60 min,None,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,None,,No,Not Applicable
323,5/27/2020,DC,20012,Female,39,2.0,0.0,0.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,50.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,Once,I had to drop something off at FedEx,Yes,Maybe
324,4/22/2020,WA,98115,Female,41,5.0,3.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,Yes,Other,10.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,Once,garden store,Yes,No
325,5/27/2020,ME,4101,Female,34,1.0,0.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,14.0,30-60 min,1-2 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,Once,To deliver groceries to a friend,Yes,No
326,5/20/2020,NJ,8512,Male,55,4.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/3-5days/wk,Twice/Mth,Twice,Routine lab maintenance at work,No,Not Applicable
327,5/12/2020,DC,20008,Female,31,2.0,0.0,1.0,-8,3,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/3-5days/wk,Twice/Mth,Twice,Moving,Yes,No
328,5/28/2020,UT,84084,Male,42,7.0,4.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,3+,"Commuting when needed at the office, driving children to their work location",Yes,No
329,5/20/2020,MN,55455,Male,73,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,15.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,3+,"Medical appointments, vacate house for cleaning",Yes,Yes
330,4/16/2020,VA,22305,Female,50,3.0,0.0,3.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,Other,30.0,15-30 min,None,1-2 times/week,5-30 min/day,3 times/Mth,3+,other necessities and following up with family,No,Not Applicable
331,5/26/2020,GA,30307,Female,41,2.0,0.0,2.0,-8,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/day,3 times/Mth,3+,I started fostering cats and have had to make several trips back and forth to the animal shelter.,No,Not Applicable
332,4/12/2020,MD,21045,Female,30,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,40.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/day,3 times/Mth,3+,Meeting relatives ,No,Not Applicable
333,4/22/2020,WA,98103,Female,29,2.0,0.0,3.0,Married,3,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/day,3 times/Mth,3+,"Doctor appointments, caring for family  ",No,No
334,5/8/2020,MD,20782,Male,28,5.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,20.0,30-60 min,5+ times/week,5+ times/week,5-30 min/day,3 times/Mth,3+,"I frequently cook large quantities of food, so I have been doing contact-free drop offs at friends' houses in the neighborhood. I have also needed to get my glasses fixed.",No,Not Applicable
335,5/28/2020,ME,4110,Male,55,2.0,0.0,2.0,Divorced/Seperated,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,25.0,60+ min,3-4 times/week,None,5-30 min/day,3 times/Mth,3+,"helping my parents with food shopping and getting supplies, checking on them",Yes,Yes
336,6/10/2020,MD,21061,Male,44,5.0,3.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,No,NA/Teleworked,45.0,0-15 min,None,None,5-30 min/day,3 times/Mth,3+,Visiting relatives who were not ill.,Yes,Maybe
337,5/12/2020,AR,72704,Female,35,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,60+ min,None,None,5-30 min/day,3 times/Mth,3+, Perishable food items that are not purchased at a grocery store.,-8,Yes
338,4/15/2020,TN,38111,Male,28,1.0,0.0,0.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Walk,No,NA/Teleworked,20.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/day,3 times/Mth,None,,Yes,Yes
339,4/12/2020,IL,60563,Male,35,3.0,1.0,2.0,Married,4,Multi-Family House,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,50.0,15-30 min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,None,,Yes,Maybe
340,4/12/2020,DC,20009,Female,40,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,Other,30.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,None,,Yes,No
341,4/17/2020,WI,53718,Female,32,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,0-15 min,1-2 times/week,3-4 times/week,5-30 min/day,3 times/Mth,None,,No,Not Applicable
342,5/27/2020,ME,4092,Male,56,5.0,0.0,4.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,Yes,NA/Teleworked,25.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/day,3 times/Mth,None,,Yes,Maybe
343,4/10/2020,MD,20878,Female,35,3.0,2.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,NA,NA/Teleworked,40.0,15-30 min,None,3-4 times/week,5-30 min/day,3 times/Mth,None,,Yes,Not Applicable
344,4/28/2020,DC,20001,Female,26,2.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Public Transit,No,NA/Teleworked,25.0,15-30 min,1-2 times/week,None,5-30 min/day,3 times/Mth,None,,Yes,Yes
345,5/27/2020,FL ,33304,Female,56,2.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Rideshare (including Uber and Lift),Yes,Other,5.0,30-60 min,1-2 times/week,None,5-30 min/day,3 times/Mth,None,,No,Not Applicable
346,5/27/2020,PA,19311,Female,44,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,3-4 times/week,None,5-30 min/day,3 times/Mth,None,,Yes,Yes
347,4/11/2020,MD,20817,Female,35,4.0,2.0,2.0,Married,4,Apartment,Unemployed,-8,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,,,None,None,5-30 min/day,3 times/Mth,None,,No,Not Applicable
348,5/20/2020,VA,22039,Male,78,3.0,0.0,1.0,Married,4,Single-Family House,Retired,-8,Switched to partial commute to work/tele-work,Auto/driving,No,Auto/driving,40.0,15-30 min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,Once,friends and work,No,Not Applicable
349,5/12/2020,OR,97229,Female,28,3.0,0.0,2.0,Single,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,Yes,Auto/driving,25.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/day,3 times/Mth,Once,To visit with (at a distance) a friend.,Yes,Maybe
350,5/8/2020,MD,21045,Female,30,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,45.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/day,3 times/Mth,Twice,Visiting family,No,Not Applicable
351,5/12/2020,PA,19041,Female,71,1.0,0.0,1.0,Divorced/Seperated,4,Apartment,Unemployed,-8,-8,Auto/driving,NA,NA/Teleworked,0.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/day,4+ times/Mth,3+,Visit family members and care for grandchild,No,Not Applicable
